SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
WLC,1218,215,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global|World Views & Ways of Knowing,WLC 215 - INTRODUCTION TO LINGUISTICS,"This course will introduce basic concepts of descriptive linguistics with emphasis on the analysis of problems drawn from the languages of the world.  Students will learn how to analyze the languages in terms of phonetics and phonology, morphology, syntax, and semantics.  Students will become familiar with the major language families of the world as they work on problems in language description in the various areas of linguistics covered in the course.  WLC 215 will also include readings on the relationship of language and dialect, spoken and written language, language and society, language universals and language variation.  This course is taught in English.",1,Anti-requisite LNG201,Occasionally
WGS,1222,252,UGRD,Liberal Learning Civic Resp.,Gender|Race & Ethnicity,"WGS 252 - GENDER, RACE & CULTURAL PRODUCTION",This course provides an overview of the various performance genre made popular in the late nineteenth-early twentieth century by African Americans. The course will make explicit connections between black diasporic cultural production and intellectualism during the period known as the Harlem Renaissance.,1,,Occasionally
AAS,1222,338,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Global|Literary, Visual & Performing Arts|Race & Ethnicity",AAS 338 - AFRICAN LITERATURE,"This course focuses on literature produced in Africa from the era of European imperialism through the present. LIT/AAS 338 will focus on specific topics, regions, nations, or traditions within African literature. This course will survey African writings in English against a backdrop of colonialism, neocolonialism, and globalization.",1 - 10,,Occasionally
AAS,1222,353,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Race & Ethnicity",AAS 353 - ADVANCED CRIMINOLOGY: RACE & CRIME,"A critical examination of the correlation between race and crime in America.  The course will focus on four major areas: race and the law, race and criminological theory, race and violent crime, and myths and facts about race and crime.  Through critical examination of readings and official statistics, students will come to understand the complexity of the relationship between race and crime within the American Criminal Justice System and broader social context.",1,,Fall and Spring
ANT,1222,171,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Global|Literary, Visual & Performing Arts",ANT 171 - CONTEMPORARY JAPAN,"This course is a survey of social and cultural trends in contemporary Japan. Our main texts will be scholarly readings from the social sciences, but we will include films as another lens through which to consider significant phenomena, institutions, and directions in Japan today. We will investigate and discuss topics such as gender and family, language, race and ethnicity, religion, sports, food, and popular culture. Throughout the course, students will be asked to engage critically with course materials and, in so doing, to develop a more complex and nuanced perspective on social and cultural trends in contemporary Japan.",1,,Occasionally
CRI,1222,100,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives",CRI 100 - INTRODUCTION TO CRIMINOLOGY,"Students will explore the historic need in societies to shape and control the behavior of their members so that they conform to established group norms. The course will examine the complex interaction between factors such as culture, law, power and equity that contribute to the maintenance of social order.  It will address the development of legal systems from the social science perspectives; investigate the nature of normative social control (sociological theory relative to conformity, conflict and power); and explore, in both a historical and contemporary vein, the development and maturation of formal justice systems (enforcement, adjudication and corrections) which act coercively against rule violators.",1,,Fall and Spring
CRI,1222,205,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives",CRI 205 - CRIMINOLOGY,"This course provides a general introduction to the study of criminal behavior from an interdisciplinary perspective.  The history of criminology as a discipline will be examined. Criminological theories of crime and criminality from classical theories to modern developmental theories will be carefully examined. Students will learn to review and interpret various data sources from the Uniform Crime Reports, the National Crime Victimization Survey, and self-reports.",1,,Fall and Spring
CRI,1222,352,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Race & Ethnicity",CRI 352 - ADV CRIMINOLOGY: RACE AND CRIME,"This course is a critical examination of the linkage between race and crime in America.  The course will focus on four major areas: race and the law, race and criminological theory, race and violent crime, and myths and facts about race and crime.  Through critical examination of readings and official statistics, students will come to understand the complexity of the relationship between race and crime within the American Criminal Justice System and broader social context.",1,,Fall and Spring
FIN,1222,335,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Global",FIN 335 - CAPITAL FLOWS & CURRENCY CRISIS,"This course examines the economic and financial forces that influence open economies.  Focuses on the causes of currency and banking crises and on the consequences of these crises for domestic economic growth and examines thoroughly the tools governments, central banks, and the International Monetary Fund use to manage balance of payments problems.  The course will provide students with a framework for analyzing international monetary policies and problems.",1,ECO 102 is a prerequisite [RQ287],"Fall, Spring and Summer"
HIS,1222,120,UGRD,Liberal Learning Domains,Social Change in Historical Perspectives,HIS 120 - TOPICS: MODERN EUROPE,Focuses on differing topics of historical significance having to do with Early Modern or Modern European history. This course may be repeated for credit when the topic changes.,1,,Fall and Spring
HIS,1222,165,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Social Change in Historical Perspectives,HIS 165 - TOPICS: NORTH AMERICA/US,Focuses on differing topics of historical significance having to do with North America and the United States.  This course may be repeated for credit when the topic changes.  May fulfill departmental distribution requirements.,1,,Fall and Spring
