SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES_CIV,CLASS_ATTRIBUTE_VALUES_DOM,CLASS_ATTRIBUTE_VALUES_INT,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
POL,Spring 2022,365,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives|Social Change in Historical Perspectives",,POL 365 - ORIGINS OF THE U.S. CONSTITUTION,"An examination of the political theories, people, social and economic forces, events, and political context that influenced the framing and ratification of the U.S.  Constitution and Bill of Rights.",1,,Fall
POL,Spring 2022,380,UGRD,Writing Intensive,,,Writing Intensive,POL 380 - INTERNATIONAL POLITICAL ECONOMY,"A study of the politics of international economic relations.  Economic theories of international trade and finance are presented in the context of their political origins and implications.  Includes review of primary analytical perspectives, historical developments, and major contemporary institutions and processes bearing on the politics of international economics.",1,,Spring
POL,Spring 2022,390,UGRD,Liberal Learning Domains|Writing Intensive,,"Behavioral, Social or Cultural Perspectives",Writing Intensive,POL 390 - TUTORIAL IN POLITICAL SCIENCE,"An intensive study under close faculty supervision of a particular topic or problem in political science through extensive readings, class discussions and the sequential development of different components of a research paper.  Emphasis on the development of the student's depth of knowledge and understanding of scholarly issues through a close professional relationship between tutor and student.  The topics of the class vary by instructor.",1,"PRE: Junior status, POL 200, and completion of WRI102, if required",Fall and Spring
POL,Spring 2022,498,UGRD,Writing Intensive,,,Writing Intensive,POL 498 - SEMINAR IN POLITICAL SCIENCE,Advanced study through individual research and formal seminar reports on topics of special interest to seminar participants.  May be repeated for credit.,1,POL 390 is a prerquisite.,Fall and Spring
PSY,Spring 2022,101,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 101 - GENERAL PSYCHOLOGY,"Psychology Core Course.  Introduction to major topics in psychology, including biopsychology, development, cognition, counseling-clinical psychology, social psychology, and psychology in industrial/organizational settings.",1,,Fall and Spring
PSY,Spring 2022,121,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 121 - METHODS AND TOOLS OF PSYCHOLOGY,"Methods and Tools of Psychology introduces students to asking and answering questions from a psychological perspective. The primary aim of PSY 121 is to teach students to be consumers of psychological science. It is an experiential course in which students focus on learning the basics of creating and evaluating knowledge in psychology. Students learn to appreciate the strengths as well as to understand the limitations of various research methods. Students will read research articles, formulate hypotheses, interpret data, and learn to write according to APA style.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,Spring 2022,203,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives|Quantitative Reasoning",,PSY 203 - DESIGN AND STATISTICAL ANALYSIS,"Psychology Core Course. The purpose of this course is to bridge basic knowledge of scientific inquiry, gained through PSY 121: 'Methods and Tools', and more complex applications of scientific inquiry, which is the major goal of PSY 299:  'Research Seminar'. This course will provide knowledge of basic designs, design issues, data analysis including theoretical and practical knowledge, and communication/interpretation of results.",1,Reserved for Psychology Majors; PSY 121 is a prerequisite [RQ696],Fall and Spring
PSY,Spring 2022,212,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 212 - BIOPSYCHOLOGY,"Psychology Foundation Course. Explores biological influences on human behavior. Topics include sensation, sleep, hunger, sexual behaviors, memory, attention, movement, fear, stress, aggression, depression, obsessive-compulsive disorder, and schizophrenia. Students learn how neurotransmitters and hormones influence behavior, and how these effects are modified by drugs.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,Spring 2022,214,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 214 - COGNITIVE PSYCHOLOGY,"Psychology Foundation Course.  This course introduces students to cognitive science. Major topics include the neural basis of cognitive processes, the nature of consciousness, visual pattern recognition, attention, memory acquisition, encoding and retrieval errors, associative networks, semantic knowledge, language, decision-making, and problem solving.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,Spring 2022,215,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 215 - SOCIAL PSYCHOLOGY,"Psychology Foundation Course. This course examineS how the real or imagined presence of others influences people's thoughts, feelings, and behaviors. Through lectures, discussions, class activities, and written assignments, students learn about the relationship between the individual and society.",1,PSY 101 is a prerequisite [RQ615],Fall and Spring
PSY,Spring 2022,216,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 216 - PERSONALITY THEORY AND RESEARCH,"Psychology Foundation Course.  Examines contemporary theories of personality, as well as research characteristics of each theoretical approach.  Theories will be critically evaluated and applied to case studies.  Cultural contexts will be examined.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,Spring 2022,217,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 217 - PSYCHOLOGICAL DISORDERS,"Psychology Foundation Course. Examines psychological disorders of adulthood,  as described in the Diagnostic and Statistical Manual of Mental Disorders.  Complexities of the diagnostic process will be highlighted.  Psychological theories of etiology and treatment will be considered, along with relevant research literature.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,Spring 2022,220,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 220 - DEVELOPMENT ACROSS THE LIFESPAN,"Psychology Foundation Course.  An examination of the biological, psychological, socio-emotional, and social/contextual changes that occur during development, across the human lifespan (i.e., infancy, childhood, adolescence, young and middle adulthood, old age, and death).  The emphasis is on understanding the important theories, concepts, and controversies relating to human development.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,Spring 2022,267,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 267 - ORGANIZATIONAL PSYCHOLOGY,"Psychology Foundation Course.  This course examines current theory and issues in understanding and managing organizational psychology: the study of human behavior in organizational settings.  Topics such as motivation, communication, personality, feelings, stress, attitudes and group dynamics are examined from both the perspective of the organizational members (e.g., employees) and the organization.  The course has an applied emphasis and should prepare a student for entry and participation in any type of organization.",1,PSY 101 is a prerequisite [RQ615],Fall and Spring
